Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,cost_per_ticket,region,vendor,duration
ID3812,Greg,2021-03-08,11:19:41,Admin Support,N,N,,,,44.76,LATAM,Vendor3,
ID3813,Jim,2021-03-08,11:22:34,Admin Support,Y,Y,40.0,0:02:48,4.0,48.72,NA,Vendor2,40.0
ID3814,Martha,2021-03-08,11:22:34,Streaming,Y,Y,55.0,0:03:18,3.0,27.36,LATAM,Vendor1,55.0
ID3815,Greg,2021-03-08,12:23:02,Admin Support,Y,Y,79.0,0:01:25,3.0,24.53,APAC,Vendor1,79.0
ID3816,Greg,2021-03-08,12:23:02,Technical Support,Y,Y,67.0,0:03:51,3.0,27.45,LATAM,Vendor3,67.0
ID3817,Stewart,2021-03-08,12:25:55,Admin Support,Y,Y,68.0,0:01:07,4.0,14.47,NA,Vendor1,68.0
ID3818,Joe,2021-03-08,12:25:55,Streaming,Y,N,69.0,0:06:28,5.0,30.27,NA,Vendor2,69.0
ID3819,Dan,2021-03-08,13:07:41,Technical Support,N,N,,,,24.85,NA,Vendor3,
ID3820,Dan,2021-03-08,13:07:41,Payment related,Y,Y,29.0,0:02:35,3.0,15.85,APAC,Vendor3,29.0
ID3821,Dan,2021-03-08,13:10:34,Technical Support,Y,N,62.0,0:05:22,3.0,7.49,LATAM,Vendor2,62.0
ID3822,Stewart,2021-03-08,13:10:34,Payment related,Y,Y,109.0,0:05:19,4.0,11.25,APAC,Vendor3,109.0
ID3823,Martha,2021-03-08,13:33:36,Payment related,Y,Y,59.0,0:04:30,3.0,18.15,NA,Vendor2,59.0
ID3824,Joe,2021-03-08,13:33:36,Technical Support,Y,Y,51.0,0:03:01,4.0,28.53,LATAM,Vendor3,51.0
ID3825,Greg,2021-03-08,13:46:34,Streaming,Y,Y,11.0,0:05:22,4.0,45.8,EMEA,Vendor2,11.0
ID3826,Stewart,2021-03-08,13:46:34,Admin Support,N,N,,,,31.72,EMEA,Vendor2,
ID3827,Joe,2021-03-08,13:50:53,Payment related,Y,Y,44.0,0:03:26,4.0,7.52,EMEA,Vendor3,44.0
ID3828,Stewart,2021-03-08,13:50:53,Payment related,Y,Y,35.0,0:03:56,2.0,24.5,APAC,Vendor2,35.0
ID3829,Becky,2021-03-08,13:55:12,Streaming,Y,Y,17.0,0:03:38,1.0,42.76,EMEA,Vendor2,17.0
ID3830,Dan,2021-03-08,13:55:12,Streaming,Y,Y,105.0,0:06:08,4.0,32.52,APAC,Vendor2,105.0
ID3831,Diane,2021-03-08,14:35:31,Streaming,N,N,,,,14.45,EMEA,Vendor2,
ID3832,Greg,2021-03-08,14:35:31,Technical Support,N,N,,,,38.8,LATAM,Vendor1,
ID3833,Diane,2021-03-08,15:00:00,Admin Support,Y,Y,10.0,0:00:34,5.0,30.69,EMEA,Vendor3,10.0
ID3834,Becky,2021-03-08,15:00:00,Payment related,Y,Y,110.0,0:01:54,3.0,35.06,APAC,Vendor2,110.0
ID3835,Greg,2021-03-08,15:04:19,Payment related,Y,Y,41.0,0:01:13,5.0,21.23,EMEA,Vendor3,41.0
ID3836,Stewart,2021-03-08,15:04:19,Contract related,Y,Y,46.0,0:02:30,4.0,37.79,NA,Vendor3,46.0
ID3837,Martha,2021-03-08,15:25:55,Admin Support,Y,Y,109.0,0:03:02,3.0,22.37,APAC,Vendor1,109.0
ID3838,Becky,2021-03-08,15:25:55,Technical Support,Y,Y,18.0,0:02:59,5.0,49.97,APAC,Vendor2,18.0
ID3839,Becky,2021-03-08,15:40:19,Payment related,Y,Y,61.0,0:02:21,4.0,11.63,EMEA,Vendor2,61.0
ID3840,Dan,2021-03-08,15:40:19,Streaming,Y,N,42.0,0:04:05,3.0,38.93,EMEA,Vendor1,42.0
ID3841,Diane,2021-03-08,16:37:55,Payment related,Y,Y,105.0,0:05:15,3.0,43.02,LATAM,Vendor2,105.0
ID3842,Martha,2021-03-08,16:37:55,Admin Support,Y,Y,85.0,0:00:34,3.0,14.93,LATAM,Vendor2,85.0
ID3843,Becky,2021-03-08,17:00:58,Contract related,Y,N,95.0,0:05:05,3.0,38.7,EMEA,Vendor1,95.0
ID3844,Dan,2021-03-08,17:00:58,Payment related,Y,Y,71.0,0:01:00,5.0,15.01,EMEA,Vendor1,71.0
ID3845,Greg,2021-03-08,17:31:12,Payment related,Y,Y,15.0,0:04:52,3.0,48.1,NA,Vendor1,15.0
ID3846,Becky,2021-03-08,17:31:12,Admin Support,Y,Y,21.0,0:02:51,5.0,33.56,LATAM,Vendor1,21.0
ID3847,Diane,2021-03-08,17:38:24,Streaming,Y,N,123.0,0:02:03,4.0,29.97,EMEA,Vendor1,123.0
ID3848,Jim,2021-03-08,17:38:24,Admin Support,Y,Y,107.0,0:03:59,1.0,40.12,EMEA,Vendor3,107.0
ID3849,Joe,2021-03-08,17:48:29,Streaming,Y,Y,93.0,0:06:50,3.0,40.3,LATAM,Vendor2,93.0
ID3850,Dan,2021-03-08,17:48:29,Payment related,Y,Y,110.0,0:00:31,4.0,25.16,EMEA,Vendor1,110.0
ID3851,Diane,2021-03-08,17:48:29,Streaming,Y,Y,18.0,0:02:07,5.0,16.92,EMEA,Vendor3,18.0
ID3852,Jim,2021-03-08,17:48:29,Contract related,Y,Y,33.0,0:04:43,3.0,37.68,EMEA,Vendor3,33.0
ID3853,Jim,2021-03-08,17:51:22,Contract related,Y,Y,71.0,0:04:36,4.0,20.04,EMEA,Vendor1,71.0
ID3854,Dan,2021-03-08,17:51:22,Admin Support,Y,Y,19.0,0:05:07,4.0,43.72,NA,Vendor1,19.0
ID3855,Dan,2021-03-08,17:52:48,Payment related,Y,Y,93.0,0:06:41,4.0,39.42,EMEA,Vendor2,93.0
ID3856,Diane,2021-03-08,17:52:48,Technical Support,Y,Y,43.0,0:03:39,1.0,36.84,NA,Vendor2,43.0
ID3857,Diane,2021-03-09,9:18:43,Technical Support,Y,N,92.0,0:04:53,5.0,27.22,EMEA,Vendor3,92.0
ID3858,Martha,2021-03-09,9:18:43,Contract related,Y,Y,19.0,0:05:14,3.0,5.99,NA,Vendor3,19.0
ID3859,Dan,2021-03-09,9:40:19,Contract related,N,N,,,,16.9,EMEA,Vendor3,
ID3860,Becky,2021-03-09,9:40:19,Contract related,Y,Y,66.0,0:02:15,1.0,44.76,APAC,Vendor3,66.0
ID3861,Greg,2021-03-09,10:13:26,Contract related,Y,Y,47.0,0:02:16,4.0,12.55,APAC,Vendor2,47.0
ID3862,Dan,2021-03-09,10:13:26,Technical Support,Y,Y,80.0,0:05:23,3.0,27.49,LATAM,Vendor3,80.0
ID3863,Greg,2021-03-09,10:27:50,Streaming,Y,Y,82.0,0:03:37,2.0,36.03,LATAM,Vendor1,82.0
ID3864,Martha,2021-03-09,10:27:50,Technical Support,Y,Y,88.0,0:02:51,1.0,43.11,APAC,Vendor1,88.0
ID3865,Martha,2021-03-09,10:29:17,Technical Support,Y,Y,51.0,0:01:26,4.0,46.51,APAC,Vendor2,51.0
ID3866,Becky,2021-03-09,10:29:17,Contract related,Y,N,41.0,0:05:24,3.0,49.95,NA,Vendor2,41.0
ID3867,Diane,2021-03-09,10:30:43,Payment related,Y,Y,46.0,0:02:54,1.0,41.06,LATAM,Vendor1,46.0
ID3868,Martha,2021-03-09,10:30:43,Technical Support,Y,Y,113.0,0:06:41,4.0,13.06,EMEA,Vendor3,113.0
ID3869,Diane,2021-03-09,11:02:24,Admin Support,Y,Y,52.0,0:02:56,4.0,49.31,LATAM,Vendor1,52.0
ID3870,Diane,2021-03-09,11:02:24,Technical Support,Y,Y,77.0,0:05:01,3.0,30.94,LATAM,Vendor1,77.0
ID3871,Greg,2021-03-09,11:03:50,Streaming,Y,Y,119.0,0:01:56,1.0,25.57,APAC,Vendor3,119.0
ID3872,Diane,2021-03-09,11:03:50,Payment related,N,N,,,,46.2,LATAM,Vendor3,
ID3873,Joe,2021-03-09,11:22:34,Admin Support,Y,Y,63.0,0:00:50,3.0,7.52,LATAM,Vendor3,63.0
ID3874,Becky,2021-03-09,11:22:34,Streaming,Y,N,41.0,0:06:21,4.0,27.55,LATAM,Vendor2,41.0
ID3875,Diane,2021-03-09,11:48:29,Contract related,Y,Y,93.0,0:06:40,5.0,8.23,NA,Vendor2,93.0
ID3876,Becky,2021-03-09,11:48:29,Streaming,Y,N,63.0,0:05:06,2.0,35.82,APAC,Vendor1,63.0
ID3877,Diane,2021-03-09,13:22:05,Contract related,N,N,,,,9.74,APAC,Vendor1,
ID3878,Martha,2021-03-09,13:22:05,Streaming,Y,N,43.0,0:01:57,2.0,26.58,APAC,Vendor3,43.0
ID3879,Jim,2021-03-09,13:26:24,Payment related,Y,Y,88.0,0:02:36,4.0,32.28,LATAM,Vendor2,88.0
ID3880,Stewart,2021-03-09,13:26:24,Contract related,Y,Y,100.0,0:01:06,4.0,27.66,APAC,Vendor3,100.0
ID3881,Diane,2021-03-09,13:45:07,Admin Support,N,N,,,,23.76,EMEA,Vendor2,
ID3882,Stewart,2021-03-09,13:45:07,Admin Support,Y,Y,108.0,0:01:01,5.0,16.47,APAC,Vendor2,108.0
ID3883,Greg,2021-03-09,15:21:36,Payment related,Y,Y,88.0,0:04:01,3.0,49.73,EMEA,Vendor3,88.0
ID3884,Diane,2021-03-09,15:21:36,Payment related,N,N,,,,36.11,NA,Vendor1,
ID3885,Becky,2021-03-09,15:23:02,Contract related,Y,Y,72.0,0:04:43,3.0,46.14,NA,Vendor2,72.0
ID3886,Joe,2021-03-09,15:23:02,Streaming,Y,Y,52.0,0:03:31,5.0,48.0,LATAM,Vendor2,52.0
ID3887,Stewart,2021-03-09,15:27:22,Technical Support,Y,Y,15.0,0:04:43,5.0,32.75,NA,Vendor3,15.0
ID3888,Dan,2021-03-09,15:27:22,Payment related,Y,Y,113.0,0:04:49,3.0,43.46,LATAM,Vendor1,113.0
ID3889,Martha,2021-03-09,15:41:46,Technical Support,Y,Y,123.0,0:05:02,1.0,31.24,EMEA,Vendor2,123.0
ID3890,Greg,2021-03-09,15:41:46,Payment related,Y,Y,97.0,0:02:01,4.0,29.59,NA,Vendor3,97.0
ID3891,Becky,2021-03-09,15:43:12,Admin Support,Y,Y,22.0,0:04:40,3.0,41.04,NA,Vendor3,22.0
ID3892,Greg,2021-03-09,15:43:12,Contract related,Y,Y,62.0,0:06:36,5.0,36.22,APAC,Vendor1,62.0
ID3893,Becky,2021-03-09,15:44:38,Contract related,Y,N,79.0,0:06:02,1.0,7.87,NA,Vendor1,79.0
ID3894,Diane,2021-03-09,15:44:38,Payment related,Y,Y,85.0,0:03:07,4.0,48.68,LATAM,Vendor2,85.0
ID3895,Stewart,2021-03-09,15:59:02,Technical Support,Y,Y,74.0,0:00:47,5.0,44.4,LATAM,Vendor2,74.0
ID3896,Jim,2021-03-09,15:59:02,Streaming,Y,Y,61.0,0:05:00,4.0,48.96,LATAM,Vendor1,61.0
ID3897,Diane,2021-03-09,16:52:19,Payment related,Y,Y,81.0,0:04:35,2.0,10.54,APAC,Vendor3,81.0
ID3898,Joe,2021-03-09,16:52:19,Admin Support,N,N,,,,10.64,LATAM,Vendor2,
ID3899,Joe,2021-03-09,16:59:31,Contract related,Y,Y,74.0,0:06:17,5.0,49.05,LATAM,Vendor2,74.0
ID3900,Stewart,2021-03-09,16:59:31,Contract related,Y,N,32.0,0:04:19,4.0,45.63,LATAM,Vendor1,32.0
ID3901,Greg,2021-03-09,17:06:43,Technical Support,Y,Y,99.0,0:04:24,3.0,8.02,APAC,Vendor3,99.0
ID3902,Becky,2021-03-09,17:06:43,Admin Support,N,N,,,,14.44,EMEA,Vendor1,
ID3903,Dan,2021-03-10,9:12:58,Technical Support,Y,Y,75.0,0:02:49,5.0,9.42,APAC,Vendor2,75.0
ID3904,Martha,2021-03-10,9:12:58,Payment related,N,N,,,,46.54,LATAM,Vendor3,
ID3905,Dan,2021-03-10,9:18:43,Technical Support,Y,Y,114.0,0:04:33,5.0,37.82,LATAM,Vendor2,114.0
ID3906,Greg,2021-03-10,9:18:43,Technical Support,N,N,,,,48.2,EMEA,Vendor3,
ID3907,Jim,2021-03-10,9:51:50,Admin Support,Y,Y,50.0,0:06:13,3.0,42.22,LATAM,Vendor2,50.0
ID3908,Jim,2021-03-10,9:51:50,Technical Support,N,N,,,,23.93,EMEA,Vendor1,
ID3909,Jim,2021-03-10,10:06:14,Admin Support,Y,N,115.0,0:03:10,2.0,48.84,APAC,Vendor2,115.0
ID3910,Becky,2021-03-10,10:06:14,Admin Support,Y,Y,48.0,0:01:31,4.0,26.43,NA,Vendor2,48.0
ID3911,Joe,2021-03-10,10:07:41,Payment related,Y,Y,16.0,0:01:55,1.0,21.21,EMEA,Vendor2,16.0
ID3912,Stewart,2021-03-10,10:07:41,Technical Support,Y,Y,74.0,0:06:37,5.0,10.4,EMEA,Vendor1,74.0
ID3913,Joe,2021-03-10,10:22:05,Payment related,N,N,,,,12.4,APAC,Vendor3,
ID3914,Greg,2021-03-10,10:22:05,Contract related,N,N,,,,11.27,APAC,Vendor2,
ID3915,Greg,2021-03-10,10:26:24,Streaming,N,N,,,,41.06,APAC,Vendor1,
ID3916,Stewart,2021-03-10,10:26:24,Streaming,Y,Y,37.0,0:05:05,5.0,37.82,APAC,Vendor2,37.0
ID3917,Martha,2021-03-10,12:04:19,Payment related,Y,Y,125.0,0:02:02,3.0,16.9,NA,Vendor3,125.0
ID3918,Diane,2021-03-10,12:04:19,Admin Support,Y,Y,42.0,0:03:55,3.0,13.44,EMEA,Vendor1,42.0
ID3919,Jim,2021-03-10,12:48:58,Payment related,N,N,,,,35.65,EMEA,Vendor1,
ID3920,Becky,2021-03-10,12:48:58,Streaming,Y,Y,43.0,0:00:36,3.0,34.4,EMEA,Vendor3,43.0
ID3921,Becky,2021-03-10,13:29:17,Streaming,Y,Y,74.0,0:02:40,4.0,40.58,LATAM,Vendor3,74.0
ID3922,Joe,2021-03-10,13:29:17,Admin Support,Y,Y,90.0,0:04:57,3.0,31.22,APAC,Vendor2,90.0
ID3923,Greg,2021-03-10,13:32:10,Contract related,N,N,,,,7.86,NA,Vendor1,
ID3924,Jim,2021-03-10,13:32:10,Admin Support,Y,Y,84.0,0:06:22,5.0,49.56,NA,Vendor1,84.0
ID3925,Joe,2021-03-10,13:42:14,Payment related,Y,Y,51.0,0:06:45,3.0,37.17,NA,Vendor1,51.0
ID3926,Diane,2021-03-10,13:42:14,Contract related,N,N,,,,40.18,APAC,Vendor2,
ID3927,Diane,2021-03-10,13:45:07,Streaming,Y,N,90.0,0:04:23,3.0,29.4,LATAM,Vendor1,90.0
ID3928,Joe,2021-03-10,13:45:07,Admin Support,Y,Y,82.0,0:00:49,3.0,37.06,LATAM,Vendor2,82.0
ID3929,Greg,2021-03-10,13:48:00,Admin Support,Y,Y,77.0,0:04:06,3.0,13.46,NA,Vendor3,77.0
ID3930,Martha,2021-03-10,13:48:00,Technical Support,N,N,,,,42.19,NA,Vendor3,
ID3931,Greg,2021-03-10,13:56:38,Contract related,Y,Y,116.0,0:00:31,3.0,37.85,NA,Vendor1,116.0
ID3932,Stewart,2021-03-10,13:56:38,Payment related,Y,Y,120.0,0:01:24,3.0,33.3,APAC,Vendor1,120.0
ID3933,Dan,2021-03-10,14:00:58,Payment related,Y,Y,13.0,0:04:26,1.0,33.78,LATAM,Vendor3,13.0
ID3934,Dan,2021-03-10,14:00:58,Streaming,Y,Y,26.0,0:03:01,3.0,30.38,EMEA,Vendor3,26.0
ID3935,Stewart,2021-03-10,15:17:17,Contract related,Y,Y,93.0,0:02:18,3.0,43.69,NA,Vendor3,93.0
ID3936,Dan,2021-03-10,15:17:17,Contract related,Y,Y,20.0,0:00:33,3.0,18.08,LATAM,Vendor1,20.0
ID3937,Stewart,2021-03-10,15:24:29,Contract related,N,N,,,,30.71,NA,Vendor2,
ID3938,Joe,2021-03-10,15:24:29,Streaming,Y,Y,113.0,0:01:18,1.0,22.22,NA,Vendor3,113.0
ID3939,Stewart,2021-03-10,16:00:29,Streaming,N,N,,,,20.23,EMEA,Vendor2,
ID3940,Joe,2021-03-10,16:00:29,Payment related,Y,Y,113.0,0:06:15,2.0,13.33,APAC,Vendor3,113.0
ID3941,Greg,2021-03-10,16:30:43,Streaming,Y,Y,44.0,0:03:17,5.0,15.12,NA,Vendor1,44.0
ID3942,Becky,2021-03-10,16:30:43,Payment related,Y,Y,103.0,0:01:23,3.0,15.72,LATAM,Vendor2,103.0
ID3943,Greg,2021-03-10,16:46:34,Streaming,Y,Y,92.0,0:06:23,2.0,27.26,EMEA,Vendor2,92.0
ID3944,Dan,2021-03-10,16:46:34,Streaming,Y,N,92.0,0:04:20,3.0,8.7,LATAM,Vendor2,92.0
ID3945,Dan,2021-03-10,17:05:17,Streaming,Y,Y,33.0,0:05:14,5.0,46.84,LATAM,Vendor2,33.0
ID3946,Dan,2021-03-10,17:05:17,Contract related,Y,Y,24.0,0:04:40,5.0,15.85,EMEA,Vendor2,24.0
ID3947,Greg,2021-03-10,17:35:31,Streaming,Y,Y,84.0,0:02:03,3.0,47.43,NA,Vendor2,84.0
ID3948,Jim,2021-03-10,17:35:31,Technical Support,Y,Y,99.0,0:02:47,3.0,9.01,LATAM,Vendor3,99.0
ID3949,Stewart,2021-03-11,9:10:05,Technical Support,N,N,,,,24.05,EMEA,Vendor1,
ID3950,Diane,2021-03-11,9:10:05,Technical Support,Y,Y,58.0,0:02:16,5.0,13.44,LATAM,Vendor3,58.0
ID3951,Joe,2021-03-11,9:38:53,Streaming,N,N,,,,25.87,NA,Vendor2,
ID3952,Greg,2021-03-11,9:38:53,Admin Support,Y,Y,27.0,0:01:28,1.0,8.02,LATAM,Vendor3,27.0
ID3953,Greg,2021-03-11,9:40:19,Payment related,Y,Y,48.0,0:00:44,3.0,46.04,EMEA,Vendor2,48.0
ID3954,Jim,2021-03-11,9:40:19,Contract related,Y,Y,86.0,0:06:37,5.0,18.22,EMEA,Vendor3,86.0
ID3955,Dan,2021-03-11,9:57:36,Streaming,N,N,,,,28.89,EMEA,Vendor2,
ID3956,Greg,2021-03-11,9:57:36,Technical Support,Y,Y,82.0,0:05:17,3.0,14.72,EMEA,Vendor1,82.0
ID3957,Jim,2021-03-11,10:01:55,Technical Support,Y,Y,54.0,0:04:12,4.0,24.12,LATAM,Vendor1,54.0
ID3958,Dan,2021-03-11,10:01:55,Technical Support,Y,Y,87.0,0:06:21,4.0,11.68,LATAM,Vendor1,87.0
ID3959,Diane,2021-03-11,10:09:07,Admin Support,Y,Y,114.0,0:06:15,5.0,23.54,LATAM,Vendor2,114.0
ID3960,Jim,2021-03-11,10:09:07,Admin Support,N,N,,,,34.8,NA,Vendor3,
ID3961,Jim,2021-03-11,10:24:58,Admin Support,Y,Y,104.0,0:00:48,5.0,12.52,NA,Vendor2,104.0
ID3962,Stewart,2021-03-11,10:24:58,Streaming,Y,Y,81.0,0:02:50,5.0,5.46,APAC,Vendor2,81.0
ID3963,Greg,2021-03-11,10:30:43,Payment related,Y,Y,120.0,0:03:57,4.0,47.67,EMEA,Vendor1,120.0
ID3964,Greg,2021-03-11,10:30:43,Payment related,N,N,,,,27.14,NA,Vendor1,
ID3965,Becky,2021-03-11,10:49:26,Contract related,Y,Y,72.0,0:05:11,3.0,7.37,NA,Vendor1,72.0
ID3966,Stewart,2021-03-11,10:49:26,Admin Support,Y,Y,57.0,0:02:58,3.0,35.34,APAC,Vendor3,57.0
ID3967,Greg,2021-03-11,10:50:53,Admin Support,Y,Y,74.0,0:00:48,5.0,14.06,APAC,Vendor3,74.0
ID3968,Joe,2021-03-11,10:50:53,Streaming,Y,Y,53.0,0:05:42,3.0,14.44,EMEA,Vendor3,53.0
ID3969,Greg,2021-03-11,11:00:58,Payment related,Y,Y,79.0,0:02:17,3.0,6.27,EMEA,Vendor3,79.0
ID3970,Martha,2021-03-11,11:00:58,Streaming,Y,Y,100.0,0:06:00,3.0,45.25,NA,Vendor1,100.0
ID3971,Dan,2021-03-11,11:26:53,Streaming,Y,Y,116.0,0:04:31,3.0,16.42,NA,Vendor3,116.0
ID3972,Diane,2021-03-11,11:26:53,Technical Support,N,N,,,,10.89,APAC,Vendor3,
ID3973,Martha,2021-03-11,11:38:24,Streaming,Y,Y,14.0,0:01:44,5.0,36.23,LATAM,Vendor3,14.0
ID3974,Joe,2021-03-11,11:38:24,Streaming,Y,Y,92.0,0:01:41,5.0,38.26,LATAM,Vendor3,92.0
ID3975,Jim,2021-03-11,12:02:53,Admin Support,Y,Y,92.0,0:02:30,1.0,30.52,EMEA,Vendor1,92.0
ID3976,Joe,2021-03-11,12:02:53,Contract related,Y,Y,78.0,0:06:24,4.0,15.76,LATAM,Vendor3,78.0
ID3977,Martha,2021-03-11,12:20:10,Technical Support,Y,Y,36.0,0:00:42,3.0,24.4,LATAM,Vendor3,36.0
ID3978,Jim,2021-03-11,12:20:10,Streaming,N,N,,,,30.57,EMEA,Vendor2,
ID3979,Greg,2021-03-11,12:20:10,Payment related,Y,Y,20.0,0:04:32,2.0,6.98,EMEA,Vendor2,20.0
ID3980,Dan,2021-03-11,12:20:10,Technical Support,Y,N,29.0,0:05:03,5.0,45.27,APAC,Vendor2,29.0
ID3981,Stewart,2021-03-11,12:31:41,Payment related,Y,Y,119.0,0:06:51,3.0,23.96,LATAM,Vendor2,119.0
ID3982,Martha,2021-03-11,12:31:41,Payment related,Y,Y,67.0,0:05:10,5.0,35.82,LATAM,Vendor1,67.0
ID3983,Jim,2021-03-11,12:38:53,Streaming,N,N,,,,46.69,LATAM,Vendor2,
ID3984,Martha,2021-03-11,12:38:53,Streaming,Y,Y,102.0,0:01:14,1.0,24.83,APAC,Vendor1,102.0
ID3985,Martha,2021-03-11,12:56:10,Streaming,Y,Y,72.0,0:05:24,4.0,43.51,LATAM,Vendor3,72.0
ID3986,Diane,2021-03-11,12:56:10,Admin Support,Y,Y,107.0,0:01:58,5.0,28.41,NA,Vendor3,107.0
ID3987,Greg,2021-03-11,12:57:36,Streaming,N,N,,,,48.35,APAC,Vendor1,
ID3988,Becky,2021-03-11,12:57:36,Admin Support,N,N,,,,44.17,LATAM,Vendor2,
ID3989,Joe,2021-03-11,13:32:10,Payment related,Y,N,106.0,0:01:31,4.0,32.84,NA,Vendor3,106.0
ID3990,Joe,2021-03-11,13:32:10,Admin Support,Y,Y,68.0,0:04:16,2.0,23.38,EMEA,Vendor3,68.0
ID3991,Dan,2021-03-11,13:40:48,Technical Support,Y,Y,44.0,0:06:38,3.0,24.96,LATAM,Vendor1,44.0
ID3992,Becky,2021-03-11,13:40:48,Admin Support,Y,Y,96.0,0:03:34,1.0,15.14,NA,Vendor3,96.0
ID3993,Diane,2021-03-11,13:50:53,Payment related,N,N,,,,6.68,APAC,Vendor2,
ID3994,Stewart,2021-03-11,13:50:53,Technical Support,Y,Y,53.0,0:00:34,4.0,32.99,APAC,Vendor2,53.0
ID3995,Dan,2021-03-11,13:56:38,Streaming,Y,Y,100.0,0:01:05,1.0,36.79,APAC,Vendor1,100.0
ID3996,Becky,2021-03-11,13:56:38,Streaming,Y,Y,75.0,0:01:55,2.0,7.82,LATAM,Vendor2,75.0
ID3997,Jim,2021-03-11,13:59:31,Payment related,Y,Y,109.0,0:04:19,3.0,29.74,APAC,Vendor1,109.0
ID3998,Joe,2021-03-11,13:59:31,Payment related,Y,Y,95.0,0:02:14,4.0,10.47,NA,Vendor3,95.0
ID3999,Stewart,2021-03-11,14:22:34,Contract related,Y,Y,69.0,0:00:59,4.0,11.53,LATAM,Vendor1,69.0
ID4000,Becky,2021-03-11,14:22:34,Streaming,Y,Y,113.0,0:02:55,5.0,13.63,EMEA,Vendor2,113.0
ID4001,Joe,2021-03-11,14:26:53,Admin Support,Y,Y,108.0,0:01:32,2.0,45.07,NA,Vendor2,108.0
ID4002,Joe,2021-03-11,14:26:53,Streaming,Y,Y,46.0,0:05:20,2.0,28.47,APAC,Vendor3,46.0
ID4003,Joe,2021-03-11,14:28:19,Payment related,Y,Y,71.0,0:01:48,1.0,11.67,EMEA,Vendor2,71.0
ID4004,Diane,2021-03-11,14:28:19,Admin Support,Y,Y,124.0,0:02:52,2.0,21.94,EMEA,Vendor1,124.0
ID4005,Martha,2021-03-11,15:21:36,Technical Support,Y,Y,79.0,0:01:01,4.0,48.04,NA,Vendor3,79.0
ID4006,Diane,2021-03-11,15:21:36,Payment related,Y,N,111.0,0:02:34,5.0,12.57,LATAM,Vendor3,111.0
ID4007,Dan,2021-03-11,15:24:29,Payment related,Y,Y,27.0,0:00:43,4.0,43.22,APAC,Vendor2,27.0
ID4008,Becky,2021-03-11,15:24:29,Streaming,Y,Y,69.0,0:03:42,4.0,47.93,EMEA,Vendor1,69.0
ID4009,Joe,2021-03-11,15:34:34,Payment related,Y,Y,121.0,0:05:16,1.0,11.23,APAC,Vendor3,121.0
ID4010,Stewart,2021-03-11,15:34:34,Streaming,Y,Y,16.0,0:06:15,3.0,30.31,EMEA,Vendor2,16.0
ID4011,Stewart,2021-03-11,15:59:02,Contract related,N,N,,,,46.17,NA,Vendor1,
ID4012,Jim,2021-03-11,15:59:02,Streaming,Y,N,35.0,0:06:08,5.0,43.03,APAC,Vendor2,35.0
ID4013,Becky,2021-03-11,16:10:34,Streaming,Y,Y,85.0,0:03:44,3.0,38.93,LATAM,Vendor2,85.0
ID4014,Dan,2021-03-11,16:10:34,Admin Support,Y,Y,73.0,0:02:57,2.0,18.7,EMEA,Vendor3,73.0
ID4015,Martha,2021-03-11,16:13:26,Payment related,Y,Y,101.0,0:04:57,3.0,19.99,EMEA,Vendor1,101.0
ID4016,Jim,2021-03-11,16:13:26,Admin Support,Y,Y,89.0,0:04:28,2.0,11.76,NA,Vendor2,89.0
ID4017,Diane,2021-03-11,17:34:05,Technical Support,Y,Y,70.0,0:05:01,5.0,5.8,NA,Vendor3,70.0
ID4018,Diane,2021-03-11,17:34:05,Contract related,Y,Y,52.0,0:05:32,3.0,29.33,NA,Vendor1,52.0
ID4019,Jim,2021-03-11,17:39:50,Contract related,N,N,,,,19.47,APAC,Vendor2,
ID4020,Dan,2021-03-11,17:39:50,Streaming,Y,Y,91.0,0:00:57,1.0,9.94,APAC,Vendor3,91.0
ID4021,Joe,2021-03-11,17:39:50,Payment related,N,N,,,,36.86,LATAM,Vendor3,
ID4022,Diane,2021-03-11,17:39:50,Technical Support,Y,Y,18.0,0:05:44,5.0,35.14,LATAM,Vendor2,18.0
ID4023,Martha,2021-03-12,9:11:31,Contract related,Y,N,32.0,0:04:36,1.0,35.63,NA,Vendor1,32.0
ID4024,Greg,2021-03-12,9:11:31,Payment related,Y,Y,71.0,0:05:00,3.0,5.91,EMEA,Vendor2,71.0
ID4025,Stewart,2021-03-12,9:36:00,Technical Support,Y,Y,54.0,0:02:35,4.0,29.78,APAC,Vendor3,54.0
ID4026,Dan,2021-03-12,9:36:00,Contract related,Y,Y,121.0,0:04:24,4.0,44.29,EMEA,Vendor2,121.0
ID4027,Dan,2021-03-12,9:57:36,Technical Support,Y,Y,59.0,0:01:07,3.0,15.13,EMEA,Vendor3,59.0
ID4028,Jim,2021-03-12,9:57:36,Contract related,Y,Y,59.0,0:01:03,2.0,30.08,APAC,Vendor3,59.0
ID4029,Jim,2021-03-12,10:01:55,Payment related,Y,Y,108.0,0:03:20,5.0,25.63,APAC,Vendor1,108.0
ID4030,Stewart,2021-03-12,10:01:55,Technical Support,Y,Y,35.0,0:02:11,4.0,32.47,NA,Vendor2,35.0
ID4031,Stewart,2021-03-12,10:03:22,Payment related,Y,Y,22.0,0:05:31,5.0,23.43,EMEA,Vendor1,22.0
ID4032,Diane,2021-03-12,10:03:22,Technical Support,Y,Y,37.0,0:04:29,5.0,46.34,EMEA,Vendor1,37.0
